3.14423    -0.04690     0.91740
3.14983    -0.04599     0.32760
3.14470    -0.04328     0.54260
3.14177    -0.04288     2.66460
3.14586    -0.04096     1.05360
3.14979    -0.03997     0.70930
3.14265    -0.03976     2.01570
3.14544    -0.03730     0.77120
3.14748    -0.03694     0.47930
3.14187    -0.03663     1.16580
3.14316    -0.03627     0.79780
3.15198    -0.03582     0.97790
3.14601    -0.03566     2.09160
3.14398    -0.03541     0.80100
3.14628    -0.03522     2.18250
3.14818    -0.03432     1.24360
3.15136    -0.03398     0.88800
3.14663    -0.03388     0.79140
3.14520    -0.02958     1.78500
3.14607    -0.02837     1.77770
3.14296    -0.02641     0.52880
3.17748    -0.03850     0.54600
3.16229    -0.04691     1.95670
3.14722    -0.04688     0.96260
3.16808    -0.04669     2.32510
3.16632    -0.04659     1.65050
3.17462    -0.04569     1.81110
3.14587    -0.04500     1.54090
3.15295    -0.04494     1.11360
3.16726    -0.04488     0.98430
3.16346    -0.04384     2.25430
3.14719    -0.04355     1.57780
3.16558    -0.04332     1.67130
3.16283    -0.04323     2.67400
3.15476    -0.04306     0.98720
3.16489    -0.04271     0.68510
3.15790    -0.04020     2.29120
3.15812    -0.04020     1.22950
3.17008    -0.03955     1.62260
3.16282    -0.03890     0.86510
3.15673    -0.03846     2.60190
3.16191    -0.03820     2.66790
3.15423    -0.03792     1.47030
3.15805    -0.03753     0.65350
3.16575    -0.03693     0.89680
3.16097    -0.03571     0.30840
3.15921    -0.03374     0.91560
3.16736    -0.03274     1.07680
3.16351    -0.03248     1.41690
3.16232    -0.03240     1.52600
3.16844    -0.03235     0.72140
3.16795    -0.03222     1.08150
3.15387    -0.03202     1.66780
3.16727    -0.03165     1.72420
3.15315    -0.02579     1.49810
3.17628    -0.04312     0.62570
3.17601    -0.04220     1.52670
3.18104    -0.03884     0.87750
3.17753    -0.03371     0.91250
3.19180    -0.04246     1.89000
3.19266    -0.03713     0.43700
3.20049    -0.04668     2.14720
3.19262    -0.04582     1.85020
3.20037    -0.04535     1.48780
3.19171    -0.04516     2.59820
3.20014    -0.04512     1.84840
3.19127    -0.04480     0.55600
3.19025    -0.04401     1.86040
3.18454    -0.04328     0.97040
3.18440    -0.04192     2.03400
3.19179    -0.04184     0.75610
3.18738    -0.04035     2.04250
3.18912    -0.03863     2.32870
3.19657    -0.03613     2.04000
3.19141    -0.03530     1.70100
3.19743    -0.03521     0.25250
3.19552    -0.02672     0.66840
3.20864    -0.03405     2.16150
3.19853    -0.04678     1.24990
3.19534    -0.04674     0.68710
3.19746    -0.04657     1.92200
3.20527    -0.04646     1.46510
3.21197    -0.04570     1.92750
3.22053    -0.04561     1.08460
3.20799    -0.04463     2.40120
3.20726    -0.04432     2.02380
3.20411    -0.04423     2.03060
3.20842    -0.04333     1.68320
3.19621    -0.04294     1.90110
3.21945    -0.04273     2.38530
3.21617    -0.04267     2.78630
3.19784    -0.04247     2.58930
3.22423    -0.04216     1.28730
3.20557    -0.04192     0.45410
3.19808    -0.04092     1.85890
3.20913    -0.03940     1.16130
3.19399    -0.03923     2.54790
3.21821    -0.03860     0.78830
3.21922    -0.03844     2.39530
3.21110    -0.03829     0.68090
3.21027    -0.03825     1.35080
3.20560    -0.03790     2.13840
3.20974    -0.03765     1.59090
3.20454    -0.03749     0.96760
3.19584    -0.03732     1.68000
3.20354    -0.03731     2.55250
3.19364    -0.03693     0.49190
3.21713    -0.03600     2.03970
3.20977    -0.03524     1.34980
3.21810    -0.03468     1.88660
3.20846    -0.03449     1.35000
3.20934    -0.03445     0.37110
3.20318    -0.03396     2.76900
3.20544    -0.03357     1.45110
3.20399    -0.03252     0.89420
3.21867    -0.04436     1.19470
3.23364    -0.04686     0.70440
3.22531    -0.04660     0.83850
3.24160    -0.04657     1.76340
3.22874    -0.04600     1.26870
3.22681    -0.04277     2.08970
3.23086    -0.04271     0.82700
3.24006    -0.04154     1.41480
3.23166    -0.04102     1.68680
3.22449    -0.04042     1.58250
3.23667    -0.03873     1.67440
3.23227    -0.03815     0.79180
3.22928    -0.03779     0.90160
3.24027    -0.03748     0.77750
3.23538    -0.03718     2.01410
3.23918    -0.03636     1.15200
3.23352    -0.03626     1.11240
3.22719    -0.03584     1.13890
3.22841    -0.03574     1.31870
3.22873    -0.03497     1.71990
3.21748    -0.03448     1.04870
3.22160    -0.03354     1.50300
3.22914    -0.03314     2.58120
3.22269    -0.03291     1.44370
3.22673    -0.03248     2.65460
3.22670    -0.03162     1.63900
3.22877    -0.03154     2.02550
3.23134    -0.03018     1.33780
3.23057    -0.02883     1.56680
3.24438    -0.04686     0.84800
3.24903    -0.04684     1.27430
3.24698    -0.04576     1.32410
3.24771    -0.04513     0.97210
3.24047    -0.04475     2.75720
3.24676    -0.04474     1.01200
3.26003    -0.04468     0.51820
3.25969    -0.04175     1.56450
3.23567    -0.04157     2.45110
3.25063    -0.04148     1.78610
3.24910    -0.04116     1.58810
3.25237    -0.04085     1.08000
3.25325    -0.04018     2.07010
3.25253    -0.03982     1.95900
3.26323    -0.03906     1.60200
3.23475    -0.03818     1.49960
3.24656    -0.03795     1.75120
3.24059    -0.03666     0.43560
3.24872    -0.03546     0.70720
3.24556    -0.03539     2.22920
3.25134    -0.03499     0.73730
3.23708    -0.03490     0.44900
3.24685    -0.03397     0.93780
3.24302    -0.02791     0.96720
3.26143    -0.04406     0.67990
3.25763    -0.04374     2.17100
3.27076    -0.03890     0.62290
3.25988    -0.03738     1.22840
3.25626    -0.03546     1.07320
3.25643    -0.03540     0.70660
3.26666    -0.03505     0.74980
3.26630    -0.03370     1.80800
3.26644    -0.03182     1.93240
3.26809    -0.02974     0.68370
3.27552    -0.04273     0.88930
3.27425    -0.04106     2.17260
3.28489    -0.03764     2.00270
3.27168    -0.03678     1.15200
3.27509    -0.03556     2.37320
3.28545    -0.03423     1.96000
3.27374    -0.02414     1.57630
3.29331    -0.04345     1.61010
3.27845    -0.03954     2.38800
3.29327    -0.04302     1.44950
3.28297    -0.04183     0.65690
3.28807    -0.04134     1.41160
3.28370    -0.04113     0.43060
3.27798    -0.04081     1.40580
3.29666    -0.04051     0.83660
3.30181    -0.04048     2.43230
3.29170    -0.03920     0.33790
3.28198    -0.03828     1.05410
3.27908    -0.03780     1.44180
3.29865    -0.03748     1.56920
3.29659    -0.03629     0.62630
3.30395    -0.03589     1.37910
3.28693    -0.03456     1.05580
3.29180    -0.03385     1.09540
3.29103    -0.03383     1.21990
3.29191    -0.03291     2.36160
3.29463    -0.03167     1.60110
3.28205    -0.02962     1.60580
3.29356    -0.02848     1.12440
3.28704    -0.02627     1.43230
3.31161    -0.04173     1.61990
3.29897    -0.04335     1.07530
3.31271    -0.04335     0.74920
3.31727    -0.04290     1.23870
3.31854    -0.04277     1.65190
3.30068    -0.04139     1.52400
3.30281    -0.04041     0.70820
3.30854    -0.04025     1.89010
3.31494    -0.04000     2.38930
3.30121    -0.03895     2.77930
3.30040    -0.03801     1.70690
3.29990    -0.03790     0.86460
3.30734    -0.03776     0.51990
3.31278    -0.03680     1.90510
3.31052    -0.03639     0.73310
3.31139    -0.03614     1.61570
3.30372    -0.03576     0.96520
3.31228    -0.03455     2.26580
3.32387    -0.03423     1.39590
3.32461    -0.03416     0.73110
3.29832    -0.03363     1.30670
3.31074    -0.03224     1.20410
3.32319    -0.03075     0.62400
3.30672    -0.02413     2.08360
3.33005    -0.04318     1.49820
3.33109    -0.04281     1.08610
3.33532    -0.04174     0.61050
3.32952    -0.03909     2.03100
3.31310    -0.03906     1.36140
3.32569    -0.03902     2.50540
3.31576    -0.03643     1.20210
3.32523    -0.03634     1.99000
3.34490    -0.03584     1.46860
3.33146    -0.03475     1.93850
3.31699    -0.03472     2.55070
3.32408    -0.03399     0.43710
3.33518    -0.03092     1.27980
3.32499    -0.03020     2.13010
3.32144    -0.02693     1.06700
3.32804    -0.02681     1.28650
3.35374    -0.04315     1.98590
3.35145    -0.04230     2.20170
3.34960    -0.04128     1.09930
3.33827    -0.04077     2.25130
3.33526    -0.04077     0.89730
3.34879    -0.04021     1.42780
3.35416    -0.03971     1.37310
3.35485    -0.03916     2.01470
3.33701    -0.03756     1.62840
3.33603    -0.03667     1.11000
3.33143    -0.03643     1.25970
3.33251    -0.03628     1.36380
3.34790    -0.03580     1.61310
3.35093    -0.03554     1.11470
3.35434    -0.03500     0.74000
3.33616    -0.03453     2.18560
3.33664    -0.03373     1.31760
3.33676    -0.03300     1.32580
3.34929    -0.03287     1.12870
3.35429    -0.03287     2.27330
3.34637    -0.03033     1.86170
3.34548    -0.02677     1.22350
3.35928    -0.03805     1.01720
3.36494    -0.03687     1.86380
3.35112    -0.04044     1.15470
3.35267    -0.03520     1.12580
3.35241    -0.03491     2.62790
3.36250    -0.04697     2.65940
3.37647    -0.04663     0.47380
3.36123    -0.04460     0.21050
3.35843    -0.04273     0.98050
3.35977    -0.04267     1.23650
3.37261    -0.04123     1.04560
3.36374    -0.04030     1.54480
3.36463    -0.03943     0.90280
3.36068    -0.03769     1.32740
3.36309    -0.03712     1.69930
3.37157    -0.03687     1.43440
3.37639    -0.03681     1.64790
3.36671    -0.03635     1.22180
3.36653    -0.03633     1.03290
3.35855    -0.03579     1.79700
3.35848    -0.03554     1.92260
3.36448    -0.03547     1.65510
3.36399    -0.03502     1.79680
3.36448    -0.03454     1.68970
3.37037    -0.03395     2.41260
3.36497    -0.03325     0.36300
3.38106    -0.03278     0.87650
3.37494    -0.03121     1.26450
3.36549    -0.02650     1.15020
3.39252    -0.04621     1.45570
3.37271    -0.04538     2.09060
3.38403    -0.04391     0.36610
3.38252    -0.04319     0.58420
3.37757    -0.04307     2.33250
3.38776    -0.04243     1.15540
3.38670    -0.04116     1.53870
3.37626    -0.04110     0.41430
3.38140    -0.04040     1.51220
3.38896    -0.03994     1.64450
3.40096    -0.03883     0.58370
3.36973    -0.03737     1.50830
3.39174    -0.03658     2.34780
3.37926    -0.03635     0.42610
3.37900    -0.03560     1.33800
3.38979    -0.03512     1.73190
3.36963    -0.03462     0.92410
3.37834    -0.03413     2.18130
3.38086    -0.03392     1.41510
3.38421    -0.03307     0.50830
3.38789    -0.03053     1.32800
3.38078    -0.03034     1.44770
3.39541    -0.02941     1.62670
3.37438    -0.02634     0.48510
3.40605    -0.04710     1.16160
3.40286    -0.04702     1.90030
3.38835    -0.04695     1.15660
3.39886    -0.04615     2.64600
3.39026    -0.04594     0.87990
3.38832    -0.04554     1.19960
3.41421    -0.04498     1.55840
3.39948    -0.04459     1.64530
3.41789    -0.04428     1.72630
